step,train_loss,train_accuracy,valid_loss,valid_mean_token_accuracy
1020,0.0,0.0,,
1021,0.001,1.0,,
1022,0.0064,1.0,,
1023,0.0075,0.99507,,
1024,1e-05,1.0,,
1025,0.12374,0.92308,,
1026,0.01677,0.98883,,
1027,0.0006,1.0,,
1028,0.00331,1.0,,
1029,0.02565,0.975,,
1030,0.01115,0.9901,,
1031,0.35783,0.94286,,
1032,0.10956,0.97207,,
1033,0.03329,0.98039,,
1034,0.0,0.0,,
1035,7e-05,1.0,,
1036,0.06627,0.99015,,
1037,0.0,0.0,,
1038,0.06052,0.98095,,
1039,0.0,0.0,,
1040,0.02843,0.98896,,
1041,0.0,1.0,,
1042,0.11832,0.92593,,
1043,0.0,1.0,,
1044,0.0,1.0,,
1045,0.01196,0.99507,,
1046,0.0,1.0,,
1047,0.00017,1.0,,
1048,0.00038,1.0,,
1049,0.0,1.0,,
1050,0.08515,0.96552,,
1051,0.00624,0.99656,,
1052,0.0,1.0,,
1053,0.03059,0.99507,,
1054,0.0114,0.99507,,
1055,0.0,0.0,,
1056,0.62598,0.92,,
1057,0.00018,1.0,,
1058,0.0,1.0,,
1059,0.00504,1.0,,
1060,0.03039,0.98788,,
1061,0.10309,0.98282,,
1062,0.0,1.0,,
1063,0.00265,1.0,,
1064,0.00543,0.99585,,
1065,0.0,0.0,,
1066,0.0,1.0,,
1067,0.01858,0.98788,,
1068,0.0,0.0,,
1069,0.04424,0.98788,,
1070,0.00082,1.0,,
1071,0.12145,0.97654,,
1072,0.0,0.0,,
1073,8e-05,1.0,,
1074,1.69395,0.8,,
1075,0.0,1.0,,
1076,0.0681,0.9803,,
1077,0.0,1.0,,
1078,0.00315,1.0,,
1079,0.54031,0.7619,,
1080,0.07631,0.98345,,
1081,0.03554,0.99184,,
1082,0.04541,0.98652,,
1083,0.11989,0.98198,,
1084,0.0,1.0,,
1085,0.05426,0.98734,,
1086,0.0,1.0,,
1087,1e-05,1.0,,
1088,0.28471,0.94286,,
1089,0.32281,0.80645,,
1090,0.06178,0.99015,,
1091,0.0286,0.9867,,
1092,2e-05,1.0,,
1093,0.05029,0.9759,,
1094,0.00013,1.0,,
1095,0.05725,0.9697,,
1096,0.03681,0.98639,,
1097,0.04401,0.97814,,
1098,0.00093,1.0,,
1099,0.08414,0.9803,,
1100,0.00089,1.0,,
1101,0.0,1.0,-0.0,0.0
1102,0.01518,0.98974,,
1103,7e-05,1.0,,
1104,0.05587,0.96552,,
1105,0.0,0.0,,
1106,1e-05,1.0,,
1107,0.0,1.0,,
1108,0.0,1.0,,
1109,0.0,1.0,,
1110,0.05874,0.9835,,
1111,0.00352,1.0,,
1112,0.07722,0.97704,,
1113,0.0,0.0,,
1114,0.02762,0.98969,,
1115,0.08504,0.99187,,
1116,0.13434,0.9646,,
1117,0.0933,0.9771,,
1118,0.0,1.0,,
1119,0.0,0.0,,
1120,0.0,0.0,,
1121,0.0,0.0,,
1122,0.0,1.0,,
1123,0.11449,0.97279,,
1124,0.0,0.0,,
1125,0.06673,0.9803,,
1126,0.0,1.0,,
1127,0.0,0.0,,
1128,0.3282,0.81333,,
1129,0.00445,0.99515,,
1130,0.0,1.0,,
1131,0.0,1.0,,
1132,0.0,0.0,,
1133,0.1935,0.96296,,
1134,0.00595,0.9987,,
1135,0.00203,1.0,,
1136,4e-05,1.0,,
1137,9e-05,1.0,,
1138,0.27739,0.88571,,
1139,0.02817,0.98896,,
1140,0.0578,0.98522,,
1141,0.06896,0.9803,,
1142,0.0,0.0,,
1143,0.06192,0.97689,,
1144,0.0,1.0,,
1145,0.0054,1.0,,
1146,0.20874,0.93865,,
1147,0.0,0.0,,
1148,9e-05,1.0,,
1149,0.01684,0.99538,,
1150,0.0,0.0,,
1151,0.16613,0.94286,,
1152,0.0,1.0,,
1153,0.0,0.0,,
1154,0.0,1.0,,
1155,0.0762,0.9803,,
1156,0.05399,0.94286,,
1157,0.02227,0.99621,,
1158,0.0,0.0,,
1159,1e-05,1.0,,
1160,0.09725,0.96468,,
1161,0.11699,0.96907,,
1162,0.0,1.0,,
1163,0.21233,0.9505,,
1164,0.03524,0.98522,,
1165,0.0,1.0,,
1166,0.06395,0.97768,,
1167,0.06859,0.99394,,
1168,0.0,1.0,,
1169,0.07127,0.97537,,
1170,0.04754,0.99394,,
1171,0.08722,0.97333,,
1172,0.0,0.0,,
1173,0.01101,0.99558,,
1174,0.0,0.0,,
1175,0.00716,0.99718,,
1176,0.05952,0.95238,,
1177,0.0,0.0,,
1178,0.12686,0.96226,,
1179,0.03206,0.99251,,
1180,0.60887,0.76871,,
1181,0.0,0.0,,
1182,0.0123,0.99015,,
1183,0.05523,0.97537,,
1184,0.0,0.0,,
1185,0.03633,0.99015,,
1186,0.0027,1.0,,
1187,3e-05,1.0,,
1188,0.02011,0.98522,,
1189,0.03074,0.99394,,
1190,0.5412,0.77143,,
1191,0.03861,0.99103,,
1192,0.04827,0.9803,,
1193,0.01902,1.0,,
1194,0.02873,0.98667,,
1195,0.02386,0.98851,,
1196,0.0,1.0,,
1197,0.05375,0.98228,,
1198,0.12774,0.95074,,
1199,0.027,0.98675,,
1200,0.0,1.0,,
